Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,131.36500549316406,131.50999450683594,129.14999389648438,130.5500030517578,130.3863067626953,19242400
2021-01-04,131.04249572753906,136.52499389648438,129.625,131.13499450683594,130.97056579589844,56064000
2021-01-05,130.99749755859375,134.43499755859375,130.8699951171875,134.04750061035156,133.87939453125,32276000
2021-01-06,132.22500610351562,132.4499969482422,125.86000061035156,126.1449966430664,125.98681640625,58042400
2021-01-07,129.6750030517578,133.77749633789062,128.86500549316406,133.44000244140625,133.2726593017578,46148000
2021-01-08,133.625,134.2100067138672,130.4199981689453,132.7675018310547,132.6010284423828,29252800
2021-01-11,134.1875,139.61000061035156,133.625,136.21499633789062,136.04417419433594,51834400
2021-01-12,137.52499389648438,137.5449981689453,133.4499969482422,134.84750366210938,134.67840576171875,29147600
2021-01-13,134.89999389648438,136.25,133.85000610351562,135.3175048828125,135.1478271484375,21002800
2021-01-14,135.75,135.99749755859375,131.80499267578125,132.00250244140625,131.83697509765625,28312000
2021-01-15,132.27999877929688,133.25250244140625,128.48500061035156,128.59500122070312,128.43374633789062,27778000
2021-01-19,130.16250610351562,130.94000244140625,128.44000244140625,130.25250244140625,130.0891876220703,22618800
2021-01-20,131.11749267578125,134.30499267578125,130.5675048828125,133.65750122070312,133.48992919921875,25857200
2021-01-21,134.18499755859375,139.99249267578125,132.52999877929688,138.6750030517578,138.5010986328125,33778000
2021-01-22,137.39999389648438,138.41749572753906,136.2725067138672,137.125,136.95306396484375,24682000
2021-01-25,137.8175048828125,138.28500366210938,132.36500549316406,136.53250122070312,136.361328125,25111200
2021-01-26,135.80499267578125,136.44749450683594,133.875,134.3524932861328,134.18402099609375,16398000
2021-01-27,132.3000030517578,132.32749938964844,127.9375,129.17750549316406,129.0155487060547,37127200
2021-01-28,129.96249389648438,133.3975067138672,129.60499572753906,130.50999450683594,130.34634399414062,22831600
2021-01-29,130.75,133.34750366210938,129.11500549316406,129.8975067138672,129.73463439941406,27155200
2021-02-01,130.53250122070312,132.70750427246094,129.02749633789062,132.3699951171875,132.20401000976562,21720400
2021-02-02,133.9875030517578,135.72000122070312,132.85499572753906,135.5675048828125,135.39749145507812,22044000
2021-02-03,136.36000061035156,139.3175048828125,135.1649932861328,135.30499267578125,135.13531494140625,24540800
2021-02-04,135.30999755859375,136.73500061035156,133.37750244140625,136.6425018310547,136.4711456298828,20134000
2021-02-05,137.25,137.37249755859375,135.45750427246094,135.91000366210938,135.73959350585938,16915200
2021-02-08,137.2725067138672,144.7375030517578,137.2725067138672,144.3874969482422,144.20645141601562,43462400
2021-02-09,143.40750122070312,145.83250427246094,142.22500610351562,142.63250732421875,142.4536590576172,28756000
2021-02-10,144.63250732421875,149.0500030517578,143.4149932861328,147.6425018310547,147.4573516845703,48535200
2021-02-11,149.80250549316406,152.72250366210938,149.25,152.50750732421875,152.31625366210938,45082800
2021-02-12,150.5,152.91250610351562,147.75,149.6125030517578,149.42491149902344,37475600
2021-02-16,150.6425018310547,153.72500610351562,149.5,153.30250549316406,153.1102752685547,32196000
2021-02-17,151.7100067138672,152.23500061035156,147.8000030517578,149.05999755859375,148.87307739257812,27475600
2021-02-18,147.2899932861328,148.7324981689453,145.75,148.2899932861328,148.10403442382812,23386800
2021-02-19,150.2449951171875,151.77000427246094,148.46749877929688,149.26499938964844,149.0778350830078,27172400
2021-02-22,147.74749755859375,151.33250427246094,143.25,143.5574951171875,143.37747192382812,32588400
2021-02-23,140.75250244140625,142.3874969482422,133.89500427246094,141.4199981689453,141.24264526367188,39178000
2021-02-24,141.2274932861328,145.0675048828125,137.55999755859375,144.99000549316406,144.80819702148438,44832000
2021-02-25,140.4550018310547,143.74749755859375,132.16250610351562,133.0749969482422,132.9081268310547,82443600
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.97303771972656,50093200
2021-03-01,138.75,139.25,135.53250122070312,138.41749572753906,138.24392700195312,35318400
2021-03-02,139.0,139.2050018310547,133.9600067138672,134.0625,133.89437866210938,26411600
2021-03-03,134.2624969482422,134.51499938964844,127.98750305175781,128.04750061035156,127.88692474365234,37759200
2021-03-04,128.00750732421875,129.75,120.8375015258789,123.70249938964844,123.54737854003906,57334400
2021-03-05,125.5,125.5,116.7925033569336,124.61499786376953,124.45872497558594,54284000
2021-03-08,124.5,124.7125015258789,115.66500091552734,115.93250274658203,115.7871322631836,54311200
2021-03-09,121.30249786376953,126.1675033569336,120.59249877929688,125.20249938964844,125.08866119384766,52182400
2021-03-10,128.40499877929688,129.8000030517578,124.57499694824219,124.68250274658203,124.56913757324219,38437600
2021-03-11,129.5,130.46249389648438,127.34500122070312,129.93499755859375,129.8168487548828,29991600
2021-03-12,126.48249816894531,128.8874969482422,125.9000015258789,128.55999755859375,128.44309997558594,24396400
2021-03-15,128.6475067138672,132.0675048828125,127.67250061035156,131.91250610351562,131.7925567626953,22198800
2021-03-16,133.56500244140625,135.125,131.16749572753906,132.91250610351562,132.79164123535156,27212800
2021-03-17,130.3975067138672,134.53250122070312,129.89500427246094,133.41250610351562,133.29119873046875,24386400
2021-03-18,131.36500549316406,131.83999633789062,127.16999816894531,127.2249984741211,127.10932159423828,29389600
2021-03-19,127.5,129.21499633789062,126.125,128.45750427246094,128.3406982421875,29920800
2021-03-22,129.12750244140625,133.94500732421875,129.0675048828125,131.8625030517578,131.74261474609375,29780400
2021-03-23,132.54249572753906,133.44500732421875,130.21249389648438,130.70750427246094,130.58865356445312,22204800
2021-03-24,131.5124969482422,131.59249877929688,126.36750030517578,126.43000030517578,126.3150405883789,24584000
2021-03-25,124.99500274658203,127.14749908447266,122.72000122070312,125.35250091552734,125.23853302001953,29514400
2021-03-26,125.54499816894531,128.5625,123.73500061035156,128.3925018310547,128.2757568359375,36396800
2021-03-29,128.20249938964844,130.625,127.0,129.4824981689453,129.36477661132812,27352000
2021-03-30,128.4199981689453,129.75250244140625,127.05000305175781,128.71749877929688,128.60044860839844,20020400
2021-03-31,130.15499877929688,134.7050018310547,129.8249969482422,133.4824981689453,133.3611297607422,31477600
2021-04-01,135.72250366210938,138.6999969482422,135.1125030517578,138.11749267578125,137.9918975830078,30827600
2021-04-05,138.6750030517578,140.13999938964844,137.3300018310547,139.875,139.74781799316406,25567200
2021-04-06,139.99749755859375,140.54249572753906,137.73500061035156,138.61500549316406,138.4889678955078,19174400
